BootArgs: Version=2, Revision=0, at 0xffffff800d993000
CommandLine: 
Video: baseAddr=0x90000000, display=1, rowBytes=7680, width=1920, height=1080, depth=32
DevTree: addr=0xd997000, length=0x1460
Kernel image: kaddr=0xad00000, ksize=0x2d6c000
EFI Runtime: Mode=64, PageStart=0xd999 (0xd999000), PageCount=0xd0, SystemTable=0xd9eee10
MemoryMap: Size=0x2c70, DescriptorSize=48, DescriptorVersion=1
Type       Physical Start   - Physical End     Number of Pages  Virtual Start    Attribute
BS_data    0000000077273000 - 0000000077277fff 0000000000000005 0000000000000000 000000000000000f
BS_code    0000000077278000 - 0000000077279fff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000007727a000 - 0000000077281fff 0000000000000008 0000000000000000 000000000000000f
BS_code    0000000077282000 - 0000000077282fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000077283000 - 0000000077284fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000077285000 - 0000000077285fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000077286000 - 0000000077286fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000077287000 - 0000000077288fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000077289000 - 00000000772a4fff 000000000000001c 0000000000000000 000000000000000f
BS_code    00000000772a5000 - 00000000772a6fff 0000000000000002 0000000000000000 000000000000000f
BS_data    00000000772a7000 - 0000000077300fff 000000000000005a 0000000000000000 000000000000000f
BS_code    0000000077301000 - 0000000077302fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000077303000 - 0000000077353fff 0000000000000051 0000000000000000 000000000000000f
BS_code    0000000077354000 - 0000000077354fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000077355000 - 0000000088cf2fff 000000000001199e 0000000000000000 000000000000000f
available  0000000088cf3000 - 0000000088d0ffff 000000000000001d 0000000000000000 000000000000000f
ACPI_NVS   0000000088d10000 - 0000000088d52fff 0000000000000043 0000000000000000 000000000000000f
