Index Refs Address            Size       Wired      Name (Version) UUID <Linked Against>
  134    0 0xffffff7f82b8e000 0x3000     0x3000     com.apple.driver.AppleSMBusPCI (1.0.14d1) 5B48773A-9D9A-3CB3-8A59-A40944A22BE2 <13 6 5 3>
  135    0 0xffffff7f819f3000 0xd000     0xd000     com.apple.AppleGPUWrangler (3.30.14) 49352655-B293-3B86-A82E-997450D416D5 <118 116 13 8 7 6 5 3 1>
  136    0 0xffffff7f82e77000 0xc000     0xc000     com.apple.driver.AppleBridgeAudioController (5.39) 245413CB-5F71-353B-83A4-BAE5B1DD1F99 <13 8 7 6 5 3 1>
  137    2 0xffffff7f825aa000 0xf7000    0xf7000    com.apple.iokit.IOBluetoothFamily (6.0.11f4) BD363A00-23E4-39FC-9186-8AE851362C0B <23 18 12 8 7 6 5 3 1>
  138    1 0xffffff7f82ea0000 0xb000     0xb000     com.apple.iokit.IOBluetoothHostControllerTransport (6.0.11f4) BC9A76F1-C02F-3FA2-AF98-8A160E2E19C6 <137 23 13 12 8 7 6 5 3 1>
  139    0 0xffffff7f82f41000 0x8000     0x8000     com.apple.iokit.IOBluetoothHostControllerUARTTransport (6.0.11f4) 6E7B68C0-98EA-3F78-A82B-213D105612CA <138 137 72 13 12 6 5 3>
  140    1 0xffffff7f81da5000 0xc000     0xc000     com.apple.iokit.IOHDAFamily (282.54) 1A7422BE-140F-3F26-AD3D-A01586453DE0 <6 5 3 1>
  141    0 0xffffff7f81db4000 0x1d000    0x1d000    com.apple.driver.AppleHDAController (282.54) 7C51B113-65CA-37EF-9736-754CA841344C <140 116 95 13 8 7 6 5 3 1>
  142    0 0xffffff7f83087000 0x5000     0x5000     com.apple.Dont_Steal_Mac_OS_X (7.0.0) 770F366C-A027-39FD-A618-BFAF66C67202 <14 10 8 5 3 1>
  143    0 0xffffff7f82fc6000 0x12000    0x12000    com.apple.driver.pmtelemetry (1) 9C2CC7DD-F7DA-3165-A003-F4F43451DCAB <8 7 6 5 3>
  144    0 0xffffff7f82f79000 0xa000     0xa000     com.apple.iokit.IOBluetoothSerialManager (6.0.11f4) 24E01BAF-9B3F-341F-A9AB-724D298460A3 <72 8 6 5 3 1>
  145    0 0xffffff7f82cfa000 0xd000     0xd000     com.apple.driver.AppleSSE (1.0) 491CAEEC-C617-3AB7-A8CA-ACE093CF1345 <24 20 19 8 6 5 3 1>
  146    0 0xffffff7f8280d000 0xf0000    0xf0000    com.apple.driver.AppleIntelKBLGraphics (12.0.8) 8E089CD1-6560-34F9-8684-DCF428B7075F <117 116 115 13 8 7 6 5 3 1>
